"번호","k-아파트코드","k-아파트명","k-단지분류(아파트,주상복합등등)","kapt도로명주소","주소(시도)k-apt주소split","주소(시군구)","주소(읍면동)","나머지주소","주소(도로명)","주소(도로상세주소)","k-전화번호","k-팩스번호","단지소개기존clob","단지첨부파일","k-세대타입(분양형태)","k-관리방식","k-복도유형","k-난방방식","k-전체동수","k-전체세대수","k-건설사(시공사)","k-시행사","k-사용검사일-사용승인일","k-연면적","k-주거전용면적","k-관리비부과면적","k-전용면적별세대현황(60㎡이하)","k-전용면적별세대현황(60㎡~85㎡이하)","k-85㎡~135㎡이하","k-135㎡초과","k-홈페이지","k-등록일자","k-수정일자","고용보험관리번호","경비비관리형태","세대전기계약방법","청소비관리형태","건축면적","주차대수","기타/의무/임대/임의=1/2/3/4","단지승인일","사용허가여부","관리비 업로드","좌표X","좌표Y","단지신청일"
"583","A13470502","신성둔촌미소지움2차","아파트","서울특별시 강동구 진황도로 212","서울","강동구","둔촌동","134-10","진황도로","212","024880886","024880887","","","분양","위탁관리","혼합식","개별난방","3","278","신성건설","일촌연립재건축조합","2000-12-09 00:00:00.0","42476","23575","30722","72","146","60","","","","2022-04-05 18:54:41.0","212-80-025060","위탁","","위탁","0.00","348","의무","2016-04-22 22:41:23.0","Y","N","127.1436872","37.5273324","2013-03-07 09:46:16.0"
"584","A13980004","청솔아파트8","아파트","서울특별시 노원구 노원로1가길 10","서울","노원구","공릉동","공릉8단지청솔","노원로1가길","10","029750290","029760290","4","","분양","위탁관리","혼합식","지역난방","6","278","이수건설대우엔지니어링","이수건설","2000-11-25 00:00:00.0","43625","23553","43393","0","278","0","","","","2022-04-05 08:40:43.0","909-00-40467-1","위탁","종합계약","위탁","3310.84","325","의무","2017-08-24 14:01:20.0","Y","N","127.0860245","37.6232757","2013-03-07 09:46:16.0"
"585","A15885307","신정청구아파트","아파트","서울특별시 양천구 신목로2길 11","서울","양천구","신정동","336번지","신목로2길","11","0226513519","0260913519","111","","분양","위탁관리","계단식","지역난방","5","279","(주)청구","(주)청구","1992-10-06 00:00:00.0","34218","23711","32925","0","279","0","","","","2022-04-05 11:28:12.0","90900591511","직영","종합계약","위탁","2519.00","180","의무","1992-10-06 00:00:00.0","Y","N","126.874888","37.5198784","2013-03-07 09:46:16.0"
"586","A15683601","상도1동대림","아파트","서울특별시 동작구 상도로60길 20","서울","동작구","상도동","411","상도로60길","20","028177279","028267279","","","분양","위탁관리","복도식","개별난방","3","279","대림산업(주)","직장조합","1995-12-04 00:00:00.0","40787","22403","22014","0","279","0","","","","2022-04-05 14:57:50.0","413-82-61683","위탁","종합계약","위탁","0.00","291","의무","2017-06-19 10:56:59.0","Y","N","126.9512393","37.5007481","2013-03-07 09:46:16.0"
"587","A15722204","방화대림E편한세상","아파트","서울특별시 강서구 양천로6길 57","서울","강서구","방화동","e편한세상아파트","양천로6길","57","0226637213","0226637214","585","","분양","위탁관리","계단식","개별난방","4","279","삼호건설","대림건설","2003-10-28 00:00:00.0","36424","23150","29147","13","208","58","","","","2022-04-05 12:55:49.0","907-00-05725-1","위탁","종합계약","위탁","0.00","321","의무","2015-10-26 14:24:24.0","Y","N","126.8081826","37.5700874","2013-03-07 09:46:16.0"
"588","A12185605","대원칸타빌","아파트","서울특별시 마포구 창전로2길 10","서울","마포구","신수동","대원칸타빌아파트","창전로2길","10","0232737615","0232737794","","","분양","위탁관리","계단식","개별난방","3","279","(주)우리창우","대원칸타빌","2004-07-30 00:00:00.0","36186","29345","36186","0","135","106","","","","2022-04-05 11:03:10.0","111-82-60769-0","위탁","종합계약","위탁","0.00","431","의무","2016-05-20 00:00:00.0","Y","N","126.9335887","37.5481848","2013-03-07 09:46:16.0"
"589","A15190301","신림미성","아파트","서울특별시 관악구 조원로2길 13","서울","관악구","신림동","신림동 미성아파트","조원로2길","13","028648742","028698742","","","분양","자치관리","복도식","개별난방","2","280","라이프","라이프","1982-10-23 00:00:00.0","25263","22940","25263","0","140","140","","","","2022-04-05 15:46:10.0","11280000380","직영","단일계약","직영","2484.23","106","의무","2017-12-26 15:16:32.0","Y","N","126.9034424","37.4824017","2013-03-07 09:46:16.0"
"590","A13881401","거여현대2차","아파트","서울특별시 송파구 오금로61길 20","서울","송파구","거여동","44","오금로61길","20","024313666","024310063","","","분양","위탁관리","계단식","개별난방","3","280","현대건설","현대건설","1992-04-20 00:00:00.0","31297","23229","31297","0","280","0","","","","2022-04-05 18:33:45.0","","직영","단일계약","직영","2718.56","225","의무","2013-06-23 12:51:05.0","Y","N","127.1464076","37.4946337","2013-03-07 09:46:16.0"
"591","A15081602","대림현대2차","아파트","서울특별시 영등포구 도신로4길 6","서울","영등포구","대림동","(대림동현대2차아파트)","도신로4길","6","028348687","0267478687","","","분양","자치관리","계단식","개별난방","2","280","현대건설 주식회사","서원건축","1992-11-20 00:00:00.0","32405","23727","32405","0","280","0","","대림현대2차.apti.co.kr","","2022-04-05 14:50:30.0","9801817705601204","직영","단일계약","위탁","0.00","290","의무","2018-12-05 16:03:46.0","Y","N","126.8941884","37.5025492","2013-03-07 09:46:17.0"
"592","A12287202","DMC진흥아파트","아파트","서울특별시 은평구 은평터널로 60","서울","은평구","수색동","416-1","은평터널로","60","023029482","0263829482","","","분양","위탁관리","계단식","개별난방","6","280","진흥기업","한국토지신탁","2003-07-25 00:00:00.0","37869","21168","26802","112","112","56","","apti.co.kr","","2022-04-05 09:41:39.0","91404822281","위탁","단일계약","위탁","0.00","307","의무","2016-04-26 16:14:41.0","Y","N","126.9002363","37.5854117","2013-03-07 09:46:17.0"
"593","A15009504","문래현대5차아파트","아파트","서울특별시 영등포구 선유서로9길 5","서울","영등포구","문래동5가","문래현대5차아파트","선유서로9길","5","0226319770","0262699770","","","분양","위탁관리","계단식","개별난방","2","282","현대건설","현대산업개발","1992-05-29 00:00:00.0","32901","23908","32162","0","282","0","","","","2022-04-05 14:26:16.0","10782607940","위탁+직영","단일계약","위탁","114.00","178","의무","2016-12-26 15:52:16.0","Y","N","126.8831609","37.5176163","2013-03-07 09:46:17.0"
"594","A12187703","성산2차현대","아파트","서울특별시 마포구 성암로7길 3","서울","마포구","중동","40-12","성암로7길","3","023067635","0263947635","","","분양","위탁관리","혼합식","개별난방","3","282","현대","현대","2000-12-16 00:00:00.0","43117","24789","31728","57","149","76","","","","2022-04-05 11:18:19.0","90700315961","위탁","종합계약","기타","0.00","0","의무","2013-06-23 15:25:02.0","Y","N","126.9083577","37.5705091","2013-03-07 09:46:17.0"
"595","A13611102","길음뉴타운3단지임대","아파트","서울특별시 성북구 길음로13길 39","서울","성북구","길음동","1280-3번지","길음로13길","39","029143133","029143491","","","임대","위탁관리","복도식","개별난방","2","282","대우건설(주)","sh공사","2005-04-20 00:00:00.0","23125","8632","8632","282","0","0","","","","2022-04-05 07:16:08.0","907-00-279241","위탁","단일계약","위탁","0.00","204","의무","2013-06-23 12:59:25.0","Y","N","127.0177987","37.6085823","2013-03-07 09:46:17.0"
"596","A13410001","강일리버파크1단지","아파트","서울특별시 강동구 아리수로93가길 25","서울","강동구","강일동","","아리수로93가길","25","024270051","024277337","","","임대+분양","자치관리","혼합식","지역난방","7","282","삼환기업","SH공사","2009-03-11 00:00:00.0","37530","20746","27640","126","156","0","","","","2022-04-05 19:10:16.0","90900443481","위탁","단일계약","위탁","4315.60","320","의무","2013-05-09 17:46:37.0","Y","N","127.1720243","37.5668679","2013-03-07 09:46:17.0"
"597","A15809403","신월대성유니드","아파트","서울특별시 양천구 신월로15길 25","서울","양천구","신월동","1034번지","신월로15길","25","0226900283","0260937880","","","분양","위탁관리","계단식","개별난방","5","283","(주)대성산업","형제연립조합","2004-12-16 00:00:00.0","37342","22962","28589","22","247","14","","khmais.net","","2022-04-05 12:03:28.0","","위탁","종합계약","위탁","0.00","310","의무","2013-05-21 14:44:04.0","Y","N","126.8405541","37.5198801","2013-03-07 09:46:17.0"
"598","A14206002","번동금호어울림","아파트","서울특별시 강북구 오현로31길 85-7","서울","강북구","번동","번동금호어울림","오현로31길","85-7","029803111","0262213111","","","분양","위탁관리","계단식","개별난방","3","284","(주)금호","금호건설","1998-06-24 00:00:00.0","35324","20282","26930","151","133","0","","없음","","2022-04-05 07:41:43.0","907-00-28224-1","위탁","단일계약","위탁","2013.51","233","의무","2017-04-21 13:21:42.0","Y","N","127.0354275","37.6306127","2013-03-07 09:46:17.0"
"599","A15722306","마곡서광","아파트","서울특별시 강서구 양천로27길 129","서울","강서구","방화동","860","양천로27길","129","0226633941","0267353941","","","분양","위탁관리","계단식","개별난방","5","284","(주)서광건설산업","정곡제1지역","1998-08-21 00:00:00.0","32359","19700","24793","175","109","0","","","","2022-04-05 12:59:19.0","","위탁","종합계약","위탁","0.00","286","의무","2013-06-23 10:51:59.0","Y","N","126.8193263","37.5793196","2013-03-07 09:46:17.0"
"600","A13113002","신내벽산","아파트","서울특별시 중랑구 용마산로125길 50","서울","중랑구","신내동","437번지","용마산로125길","50","0234232127","0234232128","","","분양","위탁관리","혼합식","개별난방","3","284","벽산건설(주)","벽산건설(주)","2000-06-28 00:00:00.0","43060","22598","29805","156","80","48","","","","2022-04-05 06:43:36.0","20480006800","위탁","단일계약","위탁","0.00","331","의무","2016-04-22 17:50:56.0","Y","N","127.1002646","37.6032482","2013-03-07 09:46:17.0"
"601","A15288804","신도림우성3차","아파트","서울특별시 구로구 신도림로21길 25","서울","구로구","신도림동","637번지","신도림로21길","25","0226364512","0226711295","","","분양","위탁관리","계단식","개별난방","3","284","우성건설","한전연합조합","1993-12-13 00:00:00.0","30983","24070","30592","0","284","0","","신도림우성3차.apti.so.kr","","2022-04-05 13:04:02.0","91303511671","위탁","단일계약","위탁","1851.00","181","의무","2015-06-26 15:11:15.0","Y","N","126.8843198","37.5130829","2013-03-07 09:46:17.0"
"602","A15704015","염창롯데캐슬","아파트","서울특별시 강서구 공항대로65길 21","서울","강서구","염창동","272-11","공항대로65길","21","0236610748","0236610749","","","분양","위탁관리","계단식","개별난방","5","284","롯데건설","롯데건설","2005-03-28 00:00:00.0","55708","29635","37332","0","173","111","","","","2022-04-05 12:08:21.0","907-00-24048-1","직영","종합계약","위탁","0.00","450","의무","2016-04-07 09:46:23.0","Y","N","126.8683711","37.5507699","2013-03-07 09:46:17.0"
"603","A15005501","신길뉴타운한화꿈에그린","아파트","서울특별시 영등포구 신길로 119","서울","영등포구","신길동","4937","신길로","119","028347097","028340420","","","분양","위탁관리","계단식","개별난방","6","284","한화건설(주)","한고을","2008-06-26 00:00:00.0","48059","27684","34529","0","147","137","","","","2022-04-05 14:41:38.0","90800715081","위탁","종합계약","위탁","0.00","418","의무","2013-05-09 11:34:09.0","Y","N","126.9096185","37.5029726","2013-03-07 09:46:17.0"
"604","A13813006","오금현대백조","아파트","서울특별시 송파구 양재대로72길 15","서울","송파구","오금동","오금현대백조아파트","양재대로72길","15","024011896","024011897","272","","임대+분양","위탁관리","혼합식","기타","2","285","현대건설","오금제2구역 주택개량재개발조합","1997-01-24 00:00:00.0","34216","21962","28064","79","122","84","","","","2022-04-05 18:31:10.0","90700313231","위탁","단일계약","위탁","2436.77","245","의무","2017-06-14 11:27:20.0","Y","N","127.1292736","37.5093927","2013-03-07 09:46:17.0"
"605","A14206306","번동신원","아파트","서울특별시 강북구 월계로37길 87-9","서울","강북구","번동","204번지","월계로37길","87-9","029461635","0262256248","","","분양","위탁관리","복도식","개별난방","3","285","지역주택조합외1개조합","지역주택조합외1개조합","2000-06-08 00:00:00.0","32324","20538","26312","145","140","0","","","","2022-04-05 07:40:22.0","907-00-05722-1","위탁","종합계약","위탁","0.00","234","의무","2013-05-29 15:57:50.0","Y","N","127.0433512","37.6259454","2013-03-07 09:46:17.0"
"606","A13185507","묵동신안1차","아파트","서울특별시 중랑구 공릉로2라길 15","서울","중랑구","묵동","381","공릉로2라길","15","029726621","029726624","","","분양","위탁관리","혼합식","개별난방","2","285","신안종합건설","신안종합건설","1999-10-28 00:00:00.0","41679","22773","30119","118","91","76","","","","2022-04-05 06:37:50.0","204-82-60794-0","위탁","종합계약","위탁","0.00","346","의무","1999-10-28 00:00:00.0","Y","N","127.0810011","37.6128576","2013-03-07 09:46:17.0"
"607","A15283806","구로다솜금호","아파트","서울특별시 구로구 새말로16길 70","서울","구로구","구로동","다솜금호아파트","새말로16길","70","0260977169","028530395","","","분양","위탁관리","혼합식","개별난방","1","285","금호건설","금호건설","1995-11-16 00:00:00.0","33914","20594","29902","143","142","0","","","","2022-04-05 13:11:40.0","91303936051","위탁","단일계약","위탁","29901.62","221","의무","2015-10-13 16:03:13.0","Y","N","126.8918736","37.5026206","2013-03-07 09:46:17.0"
"608","A15722003","마곡신안네트빌(1단지)","아파트","서울특별시 강서구 양천로14길 37","서울","강서구","방화동","868","양천로14길","37","0226660096","0226660779","","","분양","자치관리","혼합식","개별난방","3","285","신안종합건설","신안종합건설","2002-09-13 00:00:00.0","34377","23265","31437","64","178","43","","cafe.daum.net/shinannetvill","","2022-04-05 12:57:49.0","90800929651","위탁","종합계약","위탁","2623.75","333","의무","2017-04-27 15:01:29.0","Y","N","126.8102088","37.5711243","2013-03-07 09:46:17.0"
